,13,Allsops (Supplies) (Scatter Tubes),Not yet known,,,,
,1,Brosch (Supplies),1733230230,,,,
,2,Dodge (Supplies) (Mortuary),1256893883,,
,6,Excalibur (Stonemason) (Supplies),1202591922,,
,3,Ian Cole (F.E. Harris) (Supplies) (Coffins),7738170741,,F.E. Harris
,5,Lovell's (Stonemason) (Supplies) (Mark Blanchard),439255
,4,Staples (Supplies) (Stationery),1302894031,
